Term;TermFragment;TermType;TermFrequency;TermRule;TermRepeatRule
КОНЪЮНКЦИЯ;операцией конъюнкции;CombTermComponent;1;0;0
ОПЕРАЦИЯ;операцией дизъюнкции;CombTermComponent;1;0;0
ДИЗЪЮНКЦИЯ;операцией дизъюнкции;CombTermComponent;1;0;0
УЧЕТ;учетом динамики;CombTermComponent;1;0;0
ДИНАМИКА;учетом динамики;CombTermComponent;1;0;0
ПОСТРОЕНИЕ;построения функции-предиката;CombTermComponent;1;0;0
ФУНКЦИЯ-ПРЕДИКАТ;построения функции-предиката;CombTermComponent;1;0;0
СТРУКТУРА;структура тела;CombTermComponent;1;0;0
ТЕЛО;структура тела;CombTermComponent;1;0;0
ТЕХНИК;технику переписывания;CombTermComponent;9;0;0
ПЕРЕПИСЫВАНИЕ;технику переписывания;CombTermComponent;9;0;0
ПРОВЕРКА;проверку поддеревьев;CombTermComponent;1;0;0
ПОДДЕРЕВО;проверку поддеревьев;CombTermComponent;1;0;0
НЕПУСТОТА;непустота списка;CombTermComponent;1;0;0
СПИСОК;непустота списка;CombTermComponent;1;0;0
УЧЕТ;учетом структуры;CombTermComponent;1;0;0
СТРУКТУРА;учетом структуры;CombTermComponent;1;0;0
СРАВНЕНИЕ;сравнения атомов;CombTermComponent;1;0;0
АТОМ;сравнения атомов;CombTermComponent;1;0;0
ЛИСТ;подсчет листьев;CombTermComponent;1;0;0
АТОМ;число атомов;CombTermComponent;4;0;0
СПИСОК;списка длины;CombTermComponent;1;0;0
СПИСОК;списку чисел;CombTermComponent;121;0;0
ПЕРЕСЧЕТ;пересчетом суммы;CombTermComponent;1;0;0
СУММА;пересчетом суммы;CombTermComponent;1;0;0
АРГУМЕНТ-СПИСОК;первого аргумента-списка;CombTermComponent;1;0;0
РЕВЕРСИРУЕМОЕ;реверсируемого списка;CombTermComponent;4;0;0
РЕВЕРСИРУЕМОГО;реверсируемого списка;CombTermComponent;1;0;0
СПИСОК;реверсируемого списка;CombTermComponent;4;0;0
РЕВЕРСИРОВАНИЕ;реверсирования списка;CombTermComponent;1;0;0
СПИСОК;реверсирования списка;CombTermComponent;1;0;0
ПОСТРОЕНИЕ;построения функции;CombTermComponent;1;0;0
ФУНКЦИЯ;построения функции;CombTermComponent;1;0;0
СПИСОК;список атомов;CombTermComponent;144;0;0
АТОМ;список атомов;CombTermComponent;144;0;0
АТОМ;порядка атомов;CombTermComponent;1;0;0
ДОБАВЛЕНИЕ;добавление атома;CombTermComponent;1;0;0
АТОМ;добавление атома;CombTermComponent;1;0;0
ПРОГРАММИРОВАНИЕ;программирование рекурсии;CombTermComponent;1;0;0
РЕКУРСИЯ;программирование рекурсии;CombTermComponent;1;0;0
СПИСОК;список глубины;CombTermComponent;1;0;0
АТОМ;атом списка;CombTermComponent;1;0;0
СПИСОК;атом списка;CombTermComponent;1;0;0
ВХОЖДЕНИЕ;вхождение значения;CombTermComponent;4;0;0
ПАР;пар элементов;CombTermComponent;1;0;0
АРГУМЕНТ-СПИСОК;аргумент-список атомов;CombTermComponent;1;0;0
АТОМ;аргумент-список атомов;CombTermComponent;1;0;0
ПРОИЗВЕДЕНИЕ;записью произведения;CombTermComponent;1;0;0
РАЗНОСТЬ;разность множеств;CombTermComponent;1;0;0
МНОЖЕСТВО;разность множеств;CombTermComponent;1;0;0
ВХОЖДЕНИЕ;вхождения атома;CombTermComponent;1;0;0
АТОМ;вхождения атома;CombTermComponent;1;0;0
СПИСОК;список пар;CombTermComponent;1;0;0
ФУНКЦИОНАЛ;Понятие функционала;CombTermComponent;1;0;0
ПРЕДЕЛ;пределы интегрирования;CombTermComponent;1;0;0
ИНТЕГРИРОВАНИЕ;пределы интегрирования;CombTermComponent;1;0;0
СПИСОК;чисел списка;CombTermComponent;1;0;0
ПОЛУЧЕНИЕ;получения функции;CombTermComponent;1;0;0
ФУНКЦИЯ;получения функции;CombTermComponent;1;0;0
ФУНКЦИЯ;записи функции;CombTermComponent;1;0;0
ПРИЧИНА;Причина ошибки;CombTermComponent;4;0;0
СЧЕТ;счет первого;CombTermComponent;1;0;0
СЧЕТ;счет второго;CombTermComponent;1;0;0
ТЕЛО;теле функционала;CombTermComponent;1;0;0
ФУНКЦИОНАЛ;теле функционала;CombTermComponent;1;0;0
ФУНКЦИЯ;функция квотирования;CombTermComponent;9;0;0
КВОТИРОВАНИЕ;функция квотирования;CombTermComponent;9;0;0
ОТОБРАЖЕНИЕ;отображение списка-аргумента;CombTermComponent;1;0;0
СПИСОК-АРГУМЕНТ;отображение списка-аргумента;CombTermComponent;1;0;0
СЧЕТ;счет применения;CombTermComponent;1;0;0
ФУНКЦИОНАЛ;имя функционала;CombTermComponent;1;0;0
ФУНКЦИОНАЛ;основе функционала;CombTermComponent;9;0;0
ФУНКЦИОНАЛ;Вызов функционалов;CombTermComponent;9;0;0
ФУНКЦИОНАЛ;значением функционалов;CombTermComponent;4;0;0
ВЫЧИСЛЯЕМОСТЬ;Вычисляемость параметров;CombTermComponent;1;0;0
КОЛЛИЗИЯ;коллизия имен;CombTermComponent;4;0;0
ДИАЛЕКТ;Особенностью диалекта;CombTermComponent;1;0;0
ФУНКЦИОНАЛ;Применение  функционалов;CombTermComponent;4;0;0
РЕШЕНЬЕ;различие решений;CombTermComponent;1;0;0
ЗАВЕРШЕНИЕ;завершения рекурсии;CombTermComponent;4;0;0
РЕКУРСИЯ;завершения рекурсии;CombTermComponent;4;0;0
СЛИЯНИЕ;задаче слияния;CombTermComponent;1;0;0
УСЛОВИЕ;условие вставки;CombTermComponent;1;0;0
ВСТАВКА;условие вставки;CombTermComponent;1;0;0
МЕСТО;место вставки;CombTermComponent;1;0;0
ВСТАВКА;место вставки;CombTermComponent;1;0;0
СОХРАНЕНИЕ;сохранением упорядоченности;CombTermComponent;1;0;0
УПОРЯДОЧЕННОСТЬ;сохранением упорядоченности;CombTermComponent;1;0;0
ПОИСК;поиск максимума;CombTermComponent;4;0;0
МАКСИМУМ;поиск максимума;CombTermComponent;4;0;0
БАЗА;базе функции;CombTermComponent;1;0;0
ФУНКЦИЯ;базе функции;CombTermComponent;1;0;0
ОПЕРАНД;первого операнда;CombTermComponent;1;0;0
НАПРАВЛЕНИЕ;направления свертки;CombTermComponent;1;0;0
СВЕРТКА;направления свертки;CombTermComponent;1;0;0
ПОСТРОЕНИЕ;задачи построения;CombTermComponent;4;0;0
СЛИЯНИЕ;слиянии списков;CombTermComponent;1;0;0
СПИСОК;слиянии списков;CombTermComponent;1;0;0
ФУНКЦИЯ;функцию формирования;CombTermComponent;1;0;0
ФОРМИРОВАНИЕ;функцию формирования;CombTermComponent;1;0;0
ПРОИЗВЕДЕНИЕ;произведения множеств;CombTermComponent;1;0;0
МНОЖЕСТВО;произведения множеств;CombTermComponent;1;0;0
СПИСОК;списком списков-подмножеств;CombTermComponent;1;0;0
СПИСОК-ПОДМНОЖЕСТВО;списком списков-подмножеств;CombTermComponent;1;0;0
ФУНКЦИОНАЛ;аргумент функционала;CombTermComponent;9;0;0
ПРОГРАММИРОВАНИЕ;программировании функционалов;CombTermComponent;1;0;0
ФУНКЦИОНАЛ;программировании функционалов;CombTermComponent;1;0;0
КВОТИРОВАНИЕ;квотирования лямбда-выражения;CombTermComponent;1;0;0
ЛЯМБДА-ВЫРАЖЕНИЕ;квотирования лямбда-выражения;CombTermComponent;1;0;0
РАЗДЕЛ;разделе средства;CombTermComponent;1;0;0
ОТСУТСТВИЕ;отсутствие свойства;CombTermComponent;1;0;0
УДАЛЕНИЕ;удаления свойства;CombTermComponent;4;0;0
ФУНКЦИЯ;Функции синуса;CombTermComponent;1;0;0
СИНУС;Функции синуса;CombTermComponent;1;0;0
ПАСКАЛЕВСКАЯ;паскалевской функции;CombTermComponent;9;0;0
ФУНКЦИЯ;паскалевской функции;CombTermComponent;9;0;0
СПИСОК-ЗНАЧЕНИЕ;список-значение свойства;CombTermComponent;1;0;0
ДАННА;данной функции;CombTermComponent;4;0;0
ФУНКЦИЯ;данной функции;CombTermComponent;4;0;0
ФУНКЦИЯ;Функции ввода;CombTermComponent;25;0;0
АТОМ;вводе атома;CombTermComponent;49;0;0
СПИСОК;вводе списка;CombTermComponent;1;0;0
ПОСЛЕДОВАТЕЛЬНОСТЬ;последовательность символов;CombTermComponent;1;0;0
СИМВОЛ;последовательность символов;CombTermComponent;1;0;0
СИМВОЛ;символом имени;CombTermComponent;1;0;0
АТОМ;записи атома;CombTermComponent;1;0;0
ИСКЛЮЧЕНИЕ;исключением атомов;CombTermComponent;1;0;0
АТОМ;исключением атомов;CombTermComponent;1;0;0
СЧИТЫВАНИЕ;считывание атомов;CombTermComponent;1;0;0
АТОМ;считывание атомов;CombTermComponent;1;0;0
СИМВОЛ;вводе символа;CombTermComponent;49;0;0
СПОСОБ;способы ввода;CombTermComponent;1;0;0
СПИСОК;список символов;CombTermComponent;4;0;0
СИМВОЛ;список символов;CombTermComponent;4;0;0
СТРОКА;преобразования строки;CombTermComponent;1;0;0
СПИСОК;список символов-констант;CombTermComponent;1;0;0
СИМВОЛ-КОНСТАНТА;список символов-констант;CombTermComponent;1;0;0
КОНКАТЕНАЦИЯ;путем конкатенации;CombTermComponent;1;0;0
СИМВОЛ;запись символов;CombTermComponent;1;0;0
ПЕРЕВОД;переводом строки;CombTermComponent;25;0;0
СТРОКА;переводом строки;CombTermComponent;25;0;0
ПОЗИЦИЯ;позиции строки;CombTermComponent;4;0;0
СТРОКА;позиции строки;CombTermComponent;4;0;0
СИМВОЛ;символ пробела;CombTermComponent;1;0;0
ПРОБЕЛ;символ пробела;CombTermComponent;1;0;0
ЗАГРУЗКА;загрузки определений;CombTermComponent;1;0;0
ОПРЕДЕЛЕНЬЕ;загрузки определений;CombTermComponent;1;0;0
ВЕТВЬ;ветвей выражения;CombTermComponent;1;0;0
ТЕЛО;теле лямбда-выражения;CombTermComponent;1;0;0
ЛЯМБДА-ВЫРАЖЕНИЕ;теле лямбда-выражения;CombTermComponent;1;0;0
ОБРАЗ;образом функции;CombTermComponent;1;0;0
ФУНКЦИЯ;образом функции;CombTermComponent;1;0;0
НЕВЫЧИСЛЯЕМЫХ;невычисляемых аргументов;CombTermComponent;1;0;0
СПИСОК;список аргументов;CombTermComponent;4;0;0
ОПИСАНИЕ;описания функции;CombTermComponent;1;0;0
ФУНКЦИЯ;описания функции;CombTermComponent;1;0;0
СПИСОК;списке параметров;CombTermComponent;1;0;0
МЕХАНИЗМ;механизм макросов;CombTermComponent;1;0;0
МАКРОС;механизм макросов;CombTermComponent;1;0;0
МАКРОС;пользователем макросов;CombTermComponent;1;0;0
ЗАГРУЗКА;загрузки файла;CombTermComponent;9;0;0
ФАЙЛ;загрузки файла;CombTermComponent;9;0;0
МАКРОС;имя макроса;CombTermComponent;1;0;0
